日期,电表,用电方,用电类型,分摊比例,倍率,入网读数,入网日期,用电属性,归属单元,归属网格,poi名称,POI经度,POI纬度,POI类型,POI业务编码,POI包干人,POI包干人号码,POI点位状态,POI物理点名称,合同名称,合同编号,报账点名称,报账点编号,电费单价(不含电损),电费单价(含电损),计算时间,度数,电费,电费(含税),电费(不含税),电费（暂估含税）,电费（暂估不含税）,暂估计算时间,暂估合同编号,暂估合同名称,网络-分摊比例,网络-度数,网络电费（含税）,网络电费（不含税）,办公-分摊比例,办公-度数,办公-电费（含税）,办公-电费（不含税）,营业-分摊比例,营业-度数,营业-电费（含税）,营业-电费（不含税）,电信-分摊比例,电信-度数,电信-电费（含税）,电信-电费（不含税）,联通-分摊比例,联通-度数,联通-电费（含税）,联通-电费（不含税）,其他-分摊比例,其他-度数,其他-电费（含税）,其他-电费（不含税）
2026-03-06,1549726117,移动,直供电,100%,1,0,2024-01-01,网络,金坛,金城网格,常州金坛区常州金坛虹桥铁塔资源点,142.602458,54.74297397,室分,,,,,,直供电（基站、室分）,直供电（基站、室分）,常州金坛区常州金坛虹桥铁塔资源点,ZDBZD-JS-2020-072656,0.7143,0.76,,187.26,142.3176,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-01,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,12.53,9.3975,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-02,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,12.19,9.1425,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-03,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,12.17,9.1275,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-04,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,11.78,8.835,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-05,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,12.37,9.2775,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-03-06,251118284579,移动,转供电,100%,1,0,2012/12/21,网络,溧阳,溧阳溧城网格,常州溧阳市大酒店M资源点,119.4860485,31.42592846,室分,,,,,,溧阳大酒店室分用电合同,CMJS-CZ-202401510,常州溧阳市溧阳大酒店M资源点,ZDBZD-JS-2019-147871,0.75,0.75,,12.18,9.135,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,21.33,19.6236,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,22.58,20.7736,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,22.91,21.0772,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,24.94,22.9448,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,22.58,20.7736,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,22.84,21.0128,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-07,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,21.63,19.8996,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-08,251026347293,移动,转供电,100%,1,0,2024-01-01,网络,武进,南夏墅网格,常州武进区新誉集团1号楼M资源点,119.923975,31.65056371,室分,,,,,,场地租赁合同及廉洁协议（新誉集团M）,CMJS-CZ-202600086,常州武进区新誉集团1号楼M资源点,ZDBZD-JS-2019-144091,,0.92,,21.41,19.6972,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.44,4.9104,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.67,5.0622,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,8.02,5.2932,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,8.8,5.808,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.67,5.0622,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.67,5.0622,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-07,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.53,4.9698,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-08,251026347226,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,119.820865,31.7246931,室分,,,,,,网络覆盖类合同（东星医疗器械M）,CMJS-CZ-202402830,常州武进区东星智慧医疗科技股份有限公司A幢M位置点,ZDBZD-JS-2024-005849,,0.66,,7.45,4.917,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.71,9.368,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.71,9.368,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.71,9.368,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.98,9.584,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.61,9.288,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.73,9.384,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-07,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.7,9.36,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-08,241213900040,移动,转供电,100%,1,0,2024-01-01,网络,武进,西湖网格,常州武进区津通雅苑4号楼M资源点,119.852056,31.70526016,室分,,,,,,合作协议（津通雅苑M）,CMJS-CZ-202201204,常州武进区津通雅苑4号楼M资源点,ZDBZD-JS-2019-156894,,0.8,,11.75,9.4,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.2,3.192,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.3,3.268,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.52,3.4352,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,5.4,4.104,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.15,3.154,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.15,3.154,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-07,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.1,3.116,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-08,241205901956,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区京东产业园东区宿舍楼M位置点,119.893864,31.83666727,室分,,,,,,常州钟楼京东物流园区M合同,CMJS-CZ-202304060,常州钟楼区京东产业园东区宿舍楼M位置点,ZDBZD-JS-2024-001305,,0.76,,4.09,3.1084,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,24.75,18.81,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,26.47,20.1172,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,26.46,20.1096,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,32.98,25.0648,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,27.2,20.672,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,26.34,20.0184,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-07,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,25.94,19.7144,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-08,241205901798,移动,转供电,100%,1,0,2024-01-01,网络,钟楼,钟楼开发区网格,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,119.893864,31.83666727,室分,,,,,,场地租赁合同（常华产业园滴灌站）,CMJS-CZ-202304086,常州钟楼区常华产业园滴灌站（京东智能产业园）位置点,ZDBZD-JS-2024-001307,,0.76,,24.09,18.3084,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,119.893864,31.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.5,3.7422,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,120.893864,32.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.49,3.733884,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,121.893864,33.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.5,3.7422,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,122.893864,34.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.49,3.733884,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,123.893864,35.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.5,3.7422,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,251118284352,移动,转供电,100%,1,0,2024-12-01,网络,新北,三井网格,新北区房屋安全管理鉴定中心M2楼文印室,124.893864,36.83666727,室分,,,,,,常州公司信号覆盖合作协议（房屋安全管理鉴定中心M）,CMJS-CZ-202200530,常州市房屋安全管理鉴定中心M资源点,ZDBZD-JS-2019-168523,0.8316,0.8316,,4.48,3.725568,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,125.893864,37.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,5.95,4.403,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,126.893864,38.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,6.49,4.8026,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-03,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,127.893864,39.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,6.91,5.1134,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-04,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,128.893864,40.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,7.98,5.9052,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-05,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,129.893864,41.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,6.44,4.7656,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-06,251113228031,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MB座3F弱电井,130.893864,42.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,6.52,4.8248,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-01,251115246532,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MA座3F弱电井,131.893864,43.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,5.11,3.7814,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
2026-02-02,251115246532,移动,转供电,100%,1,0,2025-11-21,网络,新北,龙虎塘新桥网格,新北区新科创写字楼MA座3F弱电井,132.893864,44.83666727,室分,,,,,,【新科创M】综合管理服务合同,CMJS-CZ-202503784,常州新北区新科创写字楼A座M资源点,ZDBZD-JS-2019-164062,0.74,0.74,,5.42,4.0108,,,,,,,,100%,,,,0%,,,,0%,,,,0%,,,,0%,,,,0%,,,
